emp_no,first_name,last_name,to_date
29393,Richara,Kavanagh,1997-07-17
29404,Sastry,Reeker,9999-01-01
29406,Troy,Haraldson,9999-01-01
29407,Reuven,Strandh,9999-01-01
29410,Heejo,Munke,9999-01-01
29419,Kendra,Scharstein,9999-01-01
29420,Martien,Picht,1994-07-07
29422,Yurij,Yurek,2000-08-07
29425,Mingdong,Muntz,9999-01-01
29430,Heeju,Schonegge,9999-01-01
29431,Jeong,Bresenham,9999-01-01
29436,Godehard,Schnelling,9999-01-01
29437,Rildo,Rosca,1995-07-12
29442,Horward,Piazza,9999-01-01
29443,Maya,Lambe,9999-01-01
29445,Nidapan,Rodham,2001-08-21
29450,Pranas,Driscoll,9999-01-01
29456,Barun,Krohm,9999-01-01
29457,Chirstian,Rando,1990-04-13
29458,Fumitake,Demos,9999-01-01
29463,Kenton,Leijenhorst,1999-05-28
29465,Kshitij,Ramsay,9999-01-01
29466,Kinh,Miculan,9999-01-01
29468,Ramya,Bojadziev,9999-01-01
29469,Rafael,Cmelik,9999-01-01
29471,Gererd,Ravishankar,9999-01-01
29475,Jianhui,Rosti,9999-01-01
29476,Elzbieta,Awdeh,9999-01-01
29479,Make,Lampe,2000-09-27
29485,Ortrun,Shobatake,9999-01-01
29486,Jouni,Gerteisen,9999-01-01
29487,Shahid,Erdi,1989-11-28
29488,Niclas,Eastman,9999-01-01
29495,Mizuhito,Morrey,9999-01-01
29499,Richard,Schwartzburd,9999-01-01
29502,Nikolaos,Ozeki,9999-01-01
29504,Kamakshi,Benner,2000-04-01
29507,Adel,Panwar,9999-01-01
29510,Danel,Butner,9999-01-01
29511,Sadegh,Taubman,9999-01-01
29513,Genki,Cusworth,9999-01-01
29514,Margareta,Riefers,1997-03-14
29515,Kish,Karcich,9999-01-01
29516,Dung,Koblitz,9999-01-01
29518,Lucien,Maquelin,1990-09-23
29519,Theirry,Bahr,9999-01-01
29520,Shunichi,Ozery,9999-01-01
29524,Murthy,Engberts,9999-01-01
29527,Adamantios,Oaver,9999-01-01
29528,Takahira,Matzel,1998-03-24
29529,Leni,Coors,9999-01-01
29534,Tran,Petersohn,2000-09-09
29539,Chaosheng,Heering,1999-09-08
29547,Woody,Ranai,9999-01-01
29548,Petter,Lunt,2002-07-19
29554,Rafael,Marletta,9999-01-01
29556,Xiping,Birnbaum,9999-01-01
29559,Shin,Edelhoff,9999-01-01
29563,Kiam,Salvesen,9999-01-01
29565,Reinhard,Binding,1986-09-25
29573,Kwangsub,Linnainmaa,9999-01-01
29574,Gretta,Klyachko,9999-01-01
29578,Idoia,Kusalik,9999-01-01
29580,Rafail,Peyn,9999-01-01
29581,Remco,Pusterhofer,9999-01-01
29583,Subhada,Waymire,9999-01-01
29589,Zhilian,Beetstra,9999-01-01
29590,Heng,Cooley,9999-01-01
29594,Yolla,Ermel,9999-01-01
29596,Geoff,Lueh,9999-01-01
29597,Yoshinari,Codenie,9999-01-01
29603,Kristina,Khamsi,9999-01-01
29621,Horward,Warwick,9999-01-01
29622,Yifei,Mattern,9999-01-01
29623,Heekeun,Stille,9999-01-01
29627,Nevin,Erde,9999-01-01
29628,Rutger,Soloway,9999-01-01
29632,Chinho,Improta,1997-10-10
29633,Oscal,Gelosh,9999-01-01
29634,Satyanarayana,Hanabata,9999-01-01
29644,Feixiong,Vernadat,9999-01-01
29647,Chinhyun,Aloia,9999-01-01
29651,Divier,Knightly,9999-01-01
29652,Khatoun,Chleq,9999-01-01
29653,Xiaoshan,Coors,9999-01-01
29656,Kazunori,Christianini,1997-04-06
29658,Wuxu,Nannarelli,9999-01-01
29659,Adel,Pokrovskii,9999-01-01
29661,Francesca,Kusakabe,9999-01-01
29664,Aiman,Stanger,9999-01-01
29666,Yonghong,Thummel,9999-01-01
29669,Frazer,Bach,1996-12-31
29670,Arunachalam,Besselaar,9999-01-01
29674,Olivera,Gill,9999-01-01
29683,Maya,Asser,2001-07-29
29684,Xiadong,Munoz,9999-01-01
29685,Lijie,Rosin,9999-01-01
29687,Leandro,Garnier,2000-09-03
29689,Keiichiro,Merlo,9999-01-01
29690,Eran,Fioravanti,9999-01-01
29705,Hatsukazu,Bazelow,2001-06-20
29706,Giordano,Farrow,9999-01-01
29715,Dinah,Valette,9999-01-01
29719,Sumant,Takkinen,9999-01-01
29722,Aron,Flanders,9999-01-01
29723,Guiseppe,Radhakrishnan,9999-01-01
29728,Ennio,DeMori,1995-01-11
29729,Alassane,Bernatsky,9999-01-01
29730,Maha,Vecchio,9999-01-01
29739,Danil,Comyn,9999-01-01
29747,Stevo,Kampfer,9999-01-01
29754,Guadalupe,Reghbati,1998-02-11
29756,Kazuhide,Nittel,9999-01-01
29759,Arif,Thimonier,9999-01-01
29760,Jinya,Paludetto,9999-01-01
29762,Lucien,Junot,9999-01-01
29765,Nishit,Ranta,1992-03-15
29769,Lansing,Schahn,9999-01-01
29777,Dharmaraja,Muntz,9999-01-01
29785,Noritoshi,Rajala,1995-11-01
29788,Radhia,Kaminger,9999-01-01
29789,Mong,Meszaros,2001-01-06
29792,Selwyn,Sridhar,9999-01-01
29794,Florina,Underwood,2001-10-30
29795,Kristine,Sessa,9999-01-01
29796,Munehiko,Muniz,9999-01-01
29797,Selwyn,Krzyzanowski,9999-01-01
29798,Gal,Cesareni,1997-07-13
29799,Weiyi,Kroon,9999-01-01
29802,Herb,Paciorek,9999-01-01
29803,Steen,Comte,9999-01-01
29805,Branimir,Thisen,9999-01-01
29807,Kazuhiko,Peltason,2001-10-02
29809,Foong,Fortenbacher,9999-01-01
29810,Arne,Madeira,9999-01-01
29811,Erzsebet,Kohling,9999-01-01
29812,Yefim,Gimarc,9999-01-01
29813,Jianhua,Fujisaki,9999-01-01
29814,Ulf,Karunanithi,9999-01-01
29816,Kiyomitsu,Munck,9999-01-01
29817,Florian,Sadowski,9999-01-01
29819,Subhrajyoti,Ghelli,9999-01-01
29822,Prodip,Sifakis,1995-09-06
29825,Jeong,Kenevan,9999-01-01
29829,Pranjal,Pepe,9999-01-01
29830,Rafael,Mansanne,1991-09-29
29833,Georgi,Kawashima,1994-12-23
29835,Harjit,Nyrup,9999-01-01
29836,Kazuhiko,Ossenbruggen,9999-01-01
29848,Malu,Hanratty,2001-07-03
29849,Phule,Peha,9999-01-01
29850,Hyuncheol,Junot,9999-01-01
29855,Neelam,Kulisch,1994-07-24
29856,Yuichiro,Pardalos,9999-01-01
29862,Urs,Llado,9999-01-01
29865,Mingsen,Genther,9999-01-01
29869,Mads,Camurati,9999-01-01
29870,Troy,Stranks,9999-01-01
29871,Xiaobin,Pocchiola,9999-01-01
29873,Monique,Aloisi,9999-01-01
29877,Mingsen,Kitai,9999-01-01
29878,Rajmohan,Schonegge,9999-01-01
29881,Luerbio,Engelmann,1992-09-15
29887,Boaz,Fandrianto,1998-11-07
29890,Stabislas,Lores,9999-01-01
29892,Keung,Hebden,2000-08-31
29895,Maja,Encarnacion,1997-01-01
29899,Yinghua,Juneja,9999-01-01
29902,Kasturi,Asser,9999-01-01
29903,Chiranjit,Engberts,1993-08-28
29905,Guther,Koyama,9999-01-01
29909,Arvind,Menyhert,2000-10-15
29911,Jiafu,Schnelling,9999-01-01
29913,Falguni,Rajala,9999-01-01
29915,JoAnne,Maquelin,1994-06-18
29916,Boaz,Escriba,9999-01-01
29917,Sahrah,Roohalamini,9999-01-01
29919,Goa,Kugler,9999-01-01
29922,Hironobu,Chvatal,9999-01-01
29927,Kwun,Schiettecatte,9999-01-01
29938,Mariusz,Serna,9999-01-01
29946,Shooichi,McClure,9999-01-01
29948,Elzbieta,Kruskal,9999-01-01
29950,Laurentiu,Vasanthakumar,9999-01-01
29952,Jianhao,Kusakari,9999-01-01
29955,Dannz,Bondorf,9999-01-01
29962,Hideo,Thebaut,1998-11-14
29963,Tristan,Roison,9999-01-01
29969,Lena,McAffer,9999-01-01
29976,Youjian,Brendel,9999-01-01
29983,Lucian,Christ,9999-01-01
29985,Marin,Roisin,9999-01-01
29987,Sachem,Brandsma,1990-05-24
29989,Zorica,Borstler,9999-01-01
29991,Aral,Rosenbaum,9999-01-01
29993,Claudi,Murthy,9999-01-01
29996,Gennady,Pfau,9999-01-01
29998,Chanjung,Riesenhuber,1998-09-22
30000,Matt,Avouris,9999-01-01
30001,Izaskun,Morton,9999-01-01
30003,Takahito,Vilarrasa,9999-01-01
30005,Ramachenga,Nourani,1994-01-11
30008,Tsutomu,Kalafatis,9999-01-01
30016,Nathan,Nastansky,9999-01-01
30020,Masadi,Brobst,1998-09-15
30021,Martijn,Rosca,9999-01-01
30022,Ger,Genin,9999-01-01
30025,Jianhao,Mansanne,1995-04-30
30039,Ronghao,Antonisse,9999-01-01
30047,Utpal,Schlumberger,9999-01-01
30057,Atilio,Magliocco,1988-11-24
30062,Phuoc,Ertl,9999-01-01
30067,Francoise,Georg,9999-01-01
30068,Zhenbing,Klassen,9999-01-01
30071,Khedija,Sabnani,1996-03-12
30072,Owen,Kalafatis,9999-01-01
30075,Bojan,Zedlitz,9999-01-01
30078,Greger,Thummel,9999-01-01
30083,Wanqing,Burnard,9999-01-01
30084,Jiafu,Cronin,9999-01-01
30085,Emdad,Rothenberg,2000-09-19
30090,Hausi,Siprelle,9999-01-01
30092,Kristof,Pusterhofer,9999-01-01
30097,Minghong,Bardell,1997-05-09
30101,Berni,Olano,9999-01-01
30102,Ranan,Asrin,9999-01-01
30103,Murthy,Gini,9999-01-01
30104,Eishiro,Krohn,9999-01-01
30106,Zeljko,Yamaashi,9999-01-01
30107,Sungwon,Reinhard,1996-02-02
30109,Kiyokazu,Legleitner,9999-01-01
30110,Shai,Gelosh,1988-01-31
30111,Remzi,Naumovich,1992-08-29
30114,Mikhail,Asrin,9999-01-01
30119,Ramalingam,Tagansky,2002-03-20
30120,Francoise,Ghelli,9999-01-01
30123,Rosita,Baba,9999-01-01
30124,Ferdinand,Lund,1997-11-01
30133,Tonny,Bharadwaj,9999-01-01
30136,Unal,Baranowski,9999-01-01
30143,Indrajit,Huttel,9999-01-01
30147,Richard,Bennet,9999-01-01
30148,Lakshmi,Linnainmaa,9999-01-01
30149,Leon,Bugaenko,1998-08-29
30161,Muzhong,Gimarc,2000-05-18
30167,Sorina,Tiemann,9999-01-01
30172,Randy,Matzke,9999-01-01
30179,Shirish,Krzyzanowski,9999-01-01
30181,Shunichi,Ariola,9999-01-01
30189,Krisda,Koblick,9999-01-01
30191,Gian,Azevdeo,9999-01-01
30192,Stevo,Back,9999-01-01
30193,Vincent,Slobodova,1991-10-24
30198,Saeed,Arlazarov,9999-01-01
30203,Atreyi,Vidya,9999-01-01
30206,Toong,Mandelberg,9999-01-01
30209,Yannis,Aloisi,9999-01-01
30213,Srinidhi,Restivo,2001-06-06
30215,Djelloul,Jiang,9999-01-01
30216,Tsuneo,Baer,2000-12-13
30220,Marjo,Bouloucos,9999-01-01
30223,Jasminko,Melski,9999-01-01
30226,Shiv,Reghbati,9999-01-01
30231,Heon,Cichocki,9999-01-01
30235,Tuval,Crelier,9999-01-01
30239,Barry,Conte,9999-01-01
30240,Berry,Merks,9999-01-01
30241,Kensyu,Thiran,9999-01-01
30242,Maris,Viele,9999-01-01
30247,Jeanne,Ranum,9999-01-01
30251,Tadanori,Radhakrishnan,9999-01-01
30252,Junichi,Keustermans,9999-01-01
30253,Renee,Valette,9999-01-01
30258,Kazuhiko,Versino,1996-08-10
30260,Trygve,Feinberg,9999-01-01
30261,Bernardo,Claffy,9999-01-01
30263,Prodip,Acton,9999-01-01
30266,Yongdong,Luders,1994-11-16
30269,Dharmaraja,Valtorta,9999-01-01
30274,Hironoby,Chiola,9999-01-01
30275,Miquel,Malabarba,9999-01-01
30276,Kazuhiko,Matheson,9999-01-01
30278,Yolla,Clemencon,9999-01-01
30283,Zeydy,Juneja,1998-01-18
30285,Parke,Cyre,9999-01-01
30286,Doowon,Leslie,9999-01-01
30289,Kiyomitsu,Vuskovic,1993-10-01
30297,Jiang,Birjandi,1996-09-21
30300,Gilbert,Klassen,9999-01-01
30302,Amstein,Sankaranarayanan,9999-01-01
30303,Hyuckchul,Melter,9999-01-01
30305,Pramod,Chappelet,9999-01-01
30309,Jayesh,Azevdeo,9999-01-01
30310,Mototsugu,Senzako,9999-01-01
30313,Srinidhi,Candan,9999-01-01
30314,Quingbo,Beutelspacher,9999-01-01
30318,Tremaine,Gien,9999-01-01
30319,Tomofumi,Driscoll,9999-01-01
30320,Kristine,Facello,9999-01-01
30324,Thanasis,Hambrick,1999-04-27
30329,Shim,Soicher,9999-01-01
30330,Caolyn,Nitsch,9999-01-01
30331,Lene,Vuskovic,9999-01-01
30332,Nathalie,Oppitz,9999-01-01
30334,Yongqiao,Atchley,9999-01-01
30340,Fumiya,Condotta,9999-01-01
30342,Xiaoheng,Heystek,9999-01-01
30351,Djenana,Blokdijk,9999-01-01
30354,Lansing,Orlowska,1998-12-04
30358,Phuoc,Radhakrishnan,9999-01-01
30361,Nidapan,DasSarma,9999-01-01
30362,Taizo,Beidas,9999-01-01
30363,Dante,Karcich,2000-02-24
30364,Miquel,Byoun,9999-01-01
30371,Sukumar,Jansch,1991-04-07
30372,Xiadong,Maccarone,9999-01-01
30373,Jayesh,Vasanthakumar,9999-01-01
30374,Xiaocheng,Reinhart,9999-01-01
30380,Jianhao,Templeman,9999-01-01
30381,Sampalli,Hartvigsen,9999-01-01
30390,Oddvar,Pocchiola,9999-01-01
30396,Vishv,Hmelo,9999-01-01
30406,LiMin,Vickson,1998-08-26
30407,Toshiki,Coors,9999-01-01
30408,Masasuke,Crelier,9999-01-01
30409,Eberhardt,Kornyak,9999-01-01
30410,Feiyu,Menyhert,9999-01-01
30418,Adit,Perl,9999-01-01
30419,Peer,Kulisch,2001-03-18
30424,Hsiangchu,Jenevein,9999-01-01
30425,Rimli,Akazan,9999-01-01
30434,Shay,Sury,9999-01-01
30437,Mahmut,Otillio,9999-01-01
30439,Masasuke,Lamba,1996-08-25
30441,Janche,Lorin,9999-01-01
30448,Jacqueline,Brodie,9999-01-01
30451,Moti,Pileggi,2001-01-05
30454,Pradeep,Plessier,9999-01-01
30466,Sumant,Giaccio,9999-01-01
30470,Siamak,Jayawardene,9999-01-01
30475,Weicheng,Orlowski,9999-01-01
30478,Gad,Ozeri,9999-01-01
30479,Shigenori,Kampfer,9999-01-01
30497,Youjian,Pettis,9999-01-01
30498,Heng,Jervis,9999-01-01
30500,Mang,Wallrath,9999-01-01
30501,Jiang,Shiratori,9999-01-01
30506,Yakkov,Chandrasekhar,9999-01-01
30507,Adamantios,Remmers,9999-01-01
30508,Herbert,Aloisi,9999-01-01
30509,Keiichiro,Comellas,9999-01-01
30513,Eric,Limongiello,1997-09-28
30514,Leon,Rouquie,9999-01-01
30515,Surveyors,Walstra,9999-01-01
30516,Houman,Ishibashi,1987-01-24
30519,Valeri,Lukaszewicz,1989-11-05
30521,Tetsushi,Kroha,9999-01-01
30525,Snehasis,Matzen,9999-01-01
30528,Ewing,Hiroyama,1995-02-15
30529,Edwin,Cooley,9999-01-01
30530,LiMin,McFarlan,2000-05-21
30531,Limsoon,Talmor,9999-01-01
30537,Bluma,Gini,9999-01-01
30546,Janalee,Oehlmann,9999-01-01
30550,Quingbo,Hofstetter,2001-07-01
30555,Dante,Hiraishi,9999-01-01
30557,Goncalo,Manders,9999-01-01
30559,Moss,Neimat,9999-01-01
30567,Duke,Nitta,9999-01-01
30569,Haldon,Gajiwala,9999-01-01
30571,Ziva,Bonifati,9999-01-01
30572,Fabrizio,Trumbly,1999-09-02
30573,Marie,Rijckaert,9999-01-01
30576,Christfried,Heijenga,9999-01-01
30577,JoAnna,Rosaz,9999-01-01
30582,Oscar,Kavanagh,9999-01-01
30586,Jianhao,Curless,9999-01-01
30588,Chandrasekaran,Tokunaga,9999-01-01
30589,Chirstian,Reistad,9999-01-01
30592,Bernt,Mapelli,1998-02-21
30599,Divier,Bierman,2001-02-20
30601,Gilbert,Cyne,9999-01-01
30606,Chuanyi,Shrader,9999-01-01
30614,Nalini,Peir,9999-01-01
30618,Weicheng,Zweizig,9999-01-01
30620,Dung,Niizuma,2000-07-18
30622,Naftali,Perko,9999-01-01
30624,Gou,Rosiles,9999-01-01
30633,Arra,Ranta,9999-01-01
30634,Patricio,Farrel,9999-01-01
30636,Zejun,Liesche,1999-12-16
30644,Marlo,Hegner,9999-01-01
30645,Saddek,Herbst,9999-01-01
30648,Macha,Chartres,9999-01-01
30649,Baruch,Peron,9999-01-01
30651,Tsutomu,Uhrig,1994-01-24
30655,Xuedong,Anandan,9999-01-01
30656,Gritta,Ranst,9999-01-01
30658,Shimshon,Benaini,1998-03-13
30661,Kiyokazu,Genin,9999-01-01
30662,Basil,Pouyioutas,9999-01-01
30663,Gurbir,Sigstam,9999-01-01
30664,Jixiang,Peot,9999-01-01
30665,Hideo,Hitomi,9999-01-01
30666,Guadalupe,Clemencon,9999-01-01
30667,Taiji,Pews,2000-03-20
30670,Lillian,Zizka,9999-01-01
30671,Chinya,Szemeredi,2001-03-22
30672,Theirry,Luff,9999-01-01
30673,Berry,Ozeki,9999-01-01
30679,Shushma,Gargeya,9999-01-01
30687,Bodh,Soicher,9999-01-01
30689,Jeong,Potthoff,9999-01-01
30698,Djenana,Kropp,9999-01-01
30701,Tse,Pollock,1997-07-05
30702,Vincent,Shumilov,9999-01-01
30705,Satoru,Teitelbaum,9999-01-01
30706,Genki,Stanger,9999-01-01
30712,Lijie,Byoun,9999-01-01
30713,Chriss,Chepyzhov,9999-01-01
30715,Denny,Sgarro,9999-01-01
30727,Toshimitsu,Sury,9999-01-01
30730,Willard,Pelc,9999-01-01
30744,Khatoun,Fadgyas,9999-01-01
30745,Basil,Turnbull,1989-08-23
30747,Uma,Laurillard,9999-01-01
30748,Katsuyuki,Uchoa,2001-04-27
30749,Sangeeta,Acton,1996-06-27
30753,Cullen,Khalid,9999-01-01
30754,Shigenori,Shanbhogue,9999-01-01
30761,Hisao,Iisaka,9999-01-01
30764,Heping,Qiwen,9999-01-01
30766,Tesuya,Gulak,2000-02-27
30769,Berry,Frolund,9999-01-01
30770,Shimshon,Fabrizio,9999-01-01
30772,Badri,Kandlur,1999-10-13
30774,Gunilla,Hettesheimer,2000-09-12
30775,Susanna,Ecklund,9999-01-01
30780,Boguslaw,Swab,9999-01-01
30784,Along,Griswold,9999-01-01
30788,Kazuhisa,Schaft,9999-01-01
30791,Xiong,Ariola,9999-01-01
30795,Saniya,Gulak,9999-01-01
30800,Nevin,Fandrianto,1997-04-28
30802,Keung,Bernini,9999-01-01
30806,Leen,Furudate,9999-01-01
30808,Tristan,Chepyzhov,9999-01-01
30809,Zengping,Kermarrec,9999-01-01
30819,Sachio,Asrin,9999-01-01
30824,Subbu,Bellone,9999-01-01
30828,Duke,Baumann,9999-01-01
30829,Kagan,Schaft,9999-01-01
30831,Arno,Kermarrec,9999-01-01
30833,Chaoyi,Cichocki,9999-01-01
30834,Van,Erdi,9999-01-01
30836,Sachem,Mitsuhashi,2000-11-20
30844,Aran,Kugler,2001-08-07
30846,Nidapan,Montresor,9999-01-01
30851,Ortrun,Castellani,9999-01-01
30853,Jasminko,Bade,1995-03-09
30854,Zeljko,Poehlman,9999-01-01
30856,Chaosheng,Lampe,9999-01-01
30859,Eckart,Nitta,1997-10-25
30861,Mani,Cusworth,9999-01-01
30864,Remco,Sigstam,1999-04-07
30872,Dulce,Ranze,1995-09-27
30873,Remco,Matteis,9999-01-01
30875,Zito,Baja,9999-01-01
30879,Lenore,Plessier,9999-01-01
30882,Kiam,Ulupinar,1987-01-25
30893,Tooru,Rossi,9999-01-01
30897,Anwar,Collette,9999-01-01
30899,Dannz,Keirsey,9999-01-01
30910,Luise,Zastre,9999-01-01
30915,Tomoyuki,Sabnani,9999-01-01
30919,Leen,Cochrane,9999-01-01
30923,Chandrasekaran,Ellozy,9999-01-01
30926,Khoa,Salinas,9999-01-01
30931,Jongsuk,Limongiello,9999-01-01
30935,Toshimo,Sidhu,2002-07-14
30936,Rosalyn,Attimonelli,9999-01-01
30942,Henk,Ranta,1989-12-20
30948,Xinan,Lunt,9999-01-01
30951,Alagu,Matzen,9999-01-01
30953,Mototsugu,Mukaidono,1996-08-21
30957,Xinglin,Schnabel,9999-01-01
30958,Sham,Jayawardene,9999-01-01
30960,Ute,Belinskaya,9999-01-01
30968,Ingemar,Karlin,9999-01-01
30969,Berry,Imataki,9999-01-01
30978,Gunilla,Onuegbe,2000-02-28
30979,Taegyun,Zastre,9999-01-01
30981,Ipke,Ranft,9999-01-01
30983,Nidapan,Petersohn,1999-05-30
30988,Zhiguo,Murtha,9999-01-01
30989,Fumitake,Crooks,9999-01-01
30991,Jaber,Andreotta,9999-01-01
30993,Sreenivas,Hofmeyr,9999-01-01
30994,Pranay,Alpin,1992-08-16
30998,Zhongwei,Ebeling,9999-01-01
30999,Yuuichi,Lorys,9999-01-01
31005,Ulises,Gustavson,9999-01-01
31012,Sasan,Marletta,9999-01-01
31017,Geoffry,Kitsuregawa,9999-01-01
31019,Arve,Junot,9999-01-01
31022,Masali,Ritzmann,9999-01-01
31024,Xiadong,Ciolek,9999-01-01
31025,Suebskul,Rijsenbrij,2000-11-01
31027,Slavian,Tempesti,9999-01-01
31034,Faiza,Picaronny,9999-01-01
31036,Vivian,Orlowski,9999-01-01
31038,Arvin,Birnbaum,1997-07-29
31058,Abdulah,Frezza,9999-01-01
31064,Xiaoheng,Zolotykh,9999-01-01
31066,Sadun,Papsdorf,9999-01-01
31070,Tru,Solares,9999-01-01
31071,Jacqueline,Michaeli,9999-01-01
31075,Rafail,Merks,9999-01-01
31085,Venkatesan,Merks,9999-01-01
31088,Zongyan,Winter,9999-01-01
31089,Kshitij,Cannane,9999-01-01
31091,Tua,Rebaine,9999-01-01
31094,Augustine,Hempstead,9999-01-01
31103,Gilbert,Szilard,2001-03-14
31104,King,Gihr,9999-01-01
31106,Oscal,Kulisch,9999-01-01
31117,Navin,Plumb,9999-01-01
31119,Yishay,Menhardt,9999-01-01
31122,Remko,Ghemri,9999-01-01
31127,Mizuhito,Puppo,9999-01-01
31128,Serif,Frolund,9999-01-01
31131,Conal,Zolotykh,9999-01-01
31132,Barna,Ghalwash,9999-01-01
31135,Lokesh,Hebert,9999-01-01
31146,Shaibal,Asmuth,9999-01-01
31160,Nakhoon,Demke,9999-01-01
31161,Lena,Jiafu,9999-01-01
31167,Constantijn,Reinhard,9999-01-01
31171,Sashi,Przulj,9999-01-01
31172,Fumitaka,Rohrbach,1997-02-17
31176,Brewster,Narahari,9999-01-01
31189,Shounak,Erdmenger,9999-01-01
31193,Ranan,Stranks,9999-01-01
31196,Barry,Emmart,9999-01-01
31199,Abdelwaheb,Zuberek,1999-11-06
31204,Berry,Murillo,2000-09-13
31212,Weicheng,Eppinger,9999-01-01
31213,Koldo,Lamparter,9999-01-01
31214,Weijing,Rebaine,9999-01-01
31215,Constantine,Schaft,9999-01-01
31220,Radoslaw,Lund,9999-01-01
31222,Shmuel,Billawala,9999-01-01
31224,Uta,Apsitis,9999-01-01
31226,Gennady,Vakili,2001-04-29
31227,Aluzio,McConalogue,9999-01-01
31230,Dzung,Klyachko,2001-12-14
31233,Hatem,Waschkowski,9999-01-01
31235,Alejandra,Suessmith,9999-01-01
31244,Masasuke,Rohrbach,9999-01-01
31252,Tzu,Ariola,9999-01-01
31253,Troy,Pepe,9999-01-01
31257,Nectarios,Cherinka,9999-01-01
31260,Elliott,Schaaf,9999-01-01
31262,Dines,Flowers,9999-01-01
31263,Yurij,Pena,9999-01-01
31266,Barna,Compeau,9999-01-01
31268,Nitsan,Pocchiola,1996-12-27
31269,Tran,Flexer,9999-01-01
31274,Manton,Marquardt,9999-01-01
31278,Chaosheng,Delaune,2000-08-21
31280,Zsolt,Wynblatt,9999-01-01
31286,Marsha,Magliocco,9999-01-01
31287,Dmitry,Shrader,1992-12-18
31289,Zhigen,Luiz,9999-01-01
31290,Masoud,Coullard,9999-01-01
31292,Elgin,Terlouw,9999-01-01
31305,Nadjib,Luiz,9999-01-01
31312,Tremaine,Chenney,1998-07-16
31313,Qunsheng,Tsukune,9999-01-01
31316,Becky,Kambil,9999-01-01
31318,Lorien,Bednarek,9999-01-01
31319,Xuejia,Melichar,9999-01-01
31320,Val,Walston,2000-03-03
31321,Gretta,Gelosh,9999-01-01
31326,Tesuya,Conta,9999-01-01
31328,Shigeo,Matzov,9999-01-01
31333,Kerhong,Jenevein,9999-01-01
31340,Gennady,Marrakchi,9999-01-01
31343,Heon,Denos,9999-01-01
31344,Saddek,Gerteisen,9999-01-01
31348,Ravishankar,Randi,9999-01-01
31361,Jouko,Danley,9999-01-01
31362,Bikash,Straney,9999-01-01
31363,Hidde,Merli,9999-01-01
31367,Paloma,Antonakopoulos,9999-01-01
31369,Yishay,Birdsall,9999-01-01
31371,Feixiong,Hartvigsen,9999-01-01
31372,Padma,Zaccaria,1999-01-05
31373,Nevin,Wuwongse,9999-01-01
31378,Kwun,Bellmore,9999-01-01
31380,Sastry,Coullard,9999-01-01
31384,JoAnne,Peac,9999-01-01
31385,Barry,Daescu,9999-01-01
31386,Matk,Cooke,1990-12-14
31387,Kazuyasu,Segond,9999-01-01
31389,Ranan,Gunderson,1998-05-17
31390,Fei,Liedekerke,9999-01-01
31391,Maik,Mungall,9999-01-01
31394,Martial,Lieberherr,9999-01-01
31395,Jayesh,Wursthorn,9999-01-01
31398,Hideo,Grospietsch,1993-11-11
31401,Hein,Sigstam,9999-01-01
31402,Stabislas,Cools,9999-01-01
31404,Gererd,Narlikar,9999-01-01
31405,Ramzi,Haldar,9999-01-01
31407,Chaosheng,Vernadat,1999-10-29
31408,Huei,Sullins,9999-01-01
31410,Mountaz,Iwayama,9999-01-01
31411,Moheb,Zaumen,9999-01-01
31412,Karoline,Ranze,9999-01-01
31414,Arunachalam,Erol,9999-01-01
31421,Trygve,Mattern,9999-01-01
31422,Nakhoon,Gils,1994-01-26
31423,Otilia,Ranta,9999-01-01
31425,Mohammad,Anger,1988-06-09
31426,Guozhong,Polajnar,9999-01-01
31429,Matk,Bernini,9999-01-01
31430,Boutros,Rabehasaina,9999-01-01
31435,Sedat,Conia,9999-01-01
31436,Odinaldo,Plessier,9999-01-01
31442,Utpal,Fortenbacher,9999-01-01
31444,Aris,Hinsberger,2000-11-20
31454,Tommaso,Lorin,9999-01-01
31456,Tamiya,Rajcani,9999-01-01
31473,Halsur,Deverell,9999-01-01
31485,Fai,Argence,9999-01-01
31487,Xiping,Stentiford,9999-01-01
31490,Zhensheng,Castellani,9999-01-01
31492,Dmitri,Lichtman,2000-08-01
31493,Zhiwei,Gargeya,9999-01-01
31494,Lihong,Baezner,9999-01-01
31495,Akhilish,Coombs,9999-01-01
31501,Martial,Penn,9999-01-01
31502,Heng,Luft,2001-11-06
31503,Kyoichi,Xiaoshan,9999-01-01
31508,Sanjit,Gadepally,2001-04-30
31510,Sreenivas,Kabayashi,9999-01-01
31513,Toshiko,Menhardt,9999-01-01
31519,Selwyn,Angelov,9999-01-01
31531,Toshimi,Muntz,9999-01-01
31533,Trygve,Albarhamtoshy,9999-01-01
31537,Mohd,Schahn,9999-01-01
31539,Luise,Demian,9999-01-01
31541,Luigi,Zeidenstein,9999-01-01
31543,Srinidhi,Siksek,9999-01-01
31546,Isamu,Silva,9999-01-01
31547,Subhada,Kalloufi,1999-01-21
31552,Oscar,Taubenfeld,9999-01-01
31554,Mitsuyuki,Cochrane,9999-01-01
31556,Badri,Heijenga,9999-01-01
31557,Denny,Kalafatis,9999-01-01
31558,Shuzo,Hmelo,9999-01-01
31563,Pradeep,Kushner,9999-01-01
31565,Duro,Nourani,9999-01-01
31571,Jagoda,Reutenauer,9999-01-01
31574,Huai,Lalonde,9999-01-01
31577,Xiahua,Munro,9999-01-01
